feed_event_id,timestamp,agent_id,provider_id,event_type,delay_minutes,reported_balance
FEED-000064,2026-06-20T09:30:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000065,2026-06-20T09:30:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000066,2026-06-20T09:30:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000067,2026-06-20T09:30:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000068,2026-06-20T09:30:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000069,2026-06-20T09:30:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000070,2026-06-20T09:30:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000071,2026-06-20T09:30:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000072,2026-06-20T09:30:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000073,2026-06-20T09:40:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000074,2026-06-20T09:40:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000075,2026-06-20T09:40:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000076,2026-06-20T09:40:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000077,2026-06-20T09:40:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000078,2026-06-20T09:40:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000079,2026-06-20T09:40:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000080,2026-06-20T09:40:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000081,2026-06-20T09:40:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000082,2026-06-20T09:40:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000083,2026-06-20T09:40:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000084,2026-06-20T09:40:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000085,2026-06-20T09:40:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000086,2026-06-20T09:40:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000087,2026-06-20T09:40:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000088,2026-06-20T09:40:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000089,2026-06-20T09:40:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000090,2026-06-20T09:40:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000091,2026-06-20T09:50:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000092,2026-06-20T09:50:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000093,2026-06-20T09:50:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000094,2026-06-20T09:50:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000095,2026-06-20T09:50:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000096,2026-06-20T09:50:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000097,2026-06-20T09:50:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000098,2026-06-20T09:50:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000099,2026-06-20T09:50:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000100,2026-06-20T09:50:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000101,2026-06-20T09:50:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000102,2026-06-20T09:50:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000103,2026-06-20T09:50:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000104,2026-06-20T09:50:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000105,2026-06-20T09:50:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000106,2026-06-20T09:50:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000107,2026-06-20T09:50:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000108,2026-06-20T09:50:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000109,2026-06-20T10:00:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000110,2026-06-20T10:00:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000111,2026-06-20T10:00:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000112,2026-06-20T10:00:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000113,2026-06-20T10:00:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000114,2026-06-20T10:00:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000115,2026-06-20T10:00:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000116,2026-06-20T10:00:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000117,2026-06-20T10:00:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000118,2026-06-20T10:00:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000119,2026-06-20T10:00:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000120,2026-06-20T10:00:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000121,2026-06-20T10:00:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000122,2026-06-20T10:00:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000123,2026-06-20T10:00:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000124,2026-06-20T10:00:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000125,2026-06-20T10:00:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000126,2026-06-20T10:00:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000127,2026-06-20T10:10:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000128,2026-06-20T10:10:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000129,2026-06-20T10:10:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000130,2026-06-20T10:10:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000131,2026-06-20T10:10:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000132,2026-06-20T10:10:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000133,2026-06-20T10:10:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000134,2026-06-20T10:10:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000135,2026-06-20T10:10:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000136,2026-06-20T10:10:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000137,2026-06-20T10:10:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000138,2026-06-20T10:10:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000139,2026-06-20T10:10:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000140,2026-06-20T10:10:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000141,2026-06-20T10:10:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000142,2026-06-20T10:10:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000143,2026-06-20T10:10:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000144,2026-06-20T10:10:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000145,2026-06-20T10:20:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000146,2026-06-20T10:20:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000147,2026-06-20T10:20:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000148,2026-06-20T10:20:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000149,2026-06-20T10:20:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000150,2026-06-20T10:20:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000151,2026-06-20T10:20:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000152,2026-06-20T10:20:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000153,2026-06-20T10:20:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000154,2026-06-20T10:20:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000155,2026-06-20T10:20:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000156,2026-06-20T10:20:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000157,2026-06-20T10:20:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000158,2026-06-20T10:20:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000159,2026-06-20T10:20:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000160,2026-06-20T10:20:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000161,2026-06-20T10:20:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000162,2026-06-20T10:20:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000163,2026-06-20T10:30:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000164,2026-06-20T10:30:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000165,2026-06-20T10:30:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000166,2026-06-20T10:30:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000167,2026-06-20T10:30:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000168,2026-06-20T10:30:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000169,2026-06-20T10:30:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000170,2026-06-20T10:30:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000171,2026-06-20T10:30:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000172,2026-06-20T10:30:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000173,2026-06-20T10:30:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000174,2026-06-20T10:30:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000175,2026-06-20T10:30:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000176,2026-06-20T10:30:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000177,2026-06-20T10:30:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000178,2026-06-20T10:30:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000179,2026-06-20T10:30:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000180,2026-06-20T10:30:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000181,2026-06-20T10:40:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000182,2026-06-20T10:40:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000183,2026-06-20T10:40:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000184,2026-06-20T10:40:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000185,2026-06-20T10:40:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000186,2026-06-20T10:40:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000187,2026-06-20T10:40:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000188,2026-06-20T10:40:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000189,2026-06-20T10:40:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000190,2026-06-20T10:40:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000191,2026-06-20T10:40:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000192,2026-06-20T10:40:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000193,2026-06-20T10:40:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000194,2026-06-20T10:40:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000195,2026-06-20T10:40:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000196,2026-06-20T10:40:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000197,2026-06-20T10:40:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000198,2026-06-20T10:40:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000199,2026-06-20T10:50:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000200,2026-06-20T10:50:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000201,2026-06-20T10:50:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000202,2026-06-20T10:50:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000203,2026-06-20T10:50:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000204,2026-06-20T10:50:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000205,2026-06-20T10:50:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000206,2026-06-20T10:50:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000207,2026-06-20T10:50:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000208,2026-06-20T10:50:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000209,2026-06-20T10:50:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000210,2026-06-20T10:50:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000211,2026-06-20T10:50:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000212,2026-06-20T10:50:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000213,2026-06-20T10:50:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000214,2026-06-20T10:50:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000215,2026-06-20T10:50:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000216,2026-06-20T10:50:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000217,2026-06-20T11:00:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000218,2026-06-20T11:00:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000219,2026-06-20T11:00:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000220,2026-06-20T11:00:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000221,2026-06-20T11:00:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000222,2026-06-20T11:00:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000223,2026-06-20T11:00:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000224,2026-06-20T11:00:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000225,2026-06-20T11:00:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000226,2026-06-20T11:00:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000227,2026-06-20T11:00:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000228,2026-06-20T11:00:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000229,2026-06-20T11:00:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000230,2026-06-20T11:00:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000231,2026-06-20T11:00:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000232,2026-06-20T11:00:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000233,2026-06-20T11:00:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000234,2026-06-20T11:00:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000235,2026-06-20T11:10:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000236,2026-06-20T11:10:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000237,2026-06-20T11:10:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000238,2026-06-20T11:10:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000239,2026-06-20T11:10:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000240,2026-06-20T11:10:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000241,2026-06-20T11:10:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000242,2026-06-20T11:10:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000243,2026-06-20T11:10:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000244,2026-06-20T11:10:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000245,2026-06-20T11:10:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000246,2026-06-20T11:10:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000247,2026-06-20T11:10:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000248,2026-06-20T11:10:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000249,2026-06-20T11:10:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000250,2026-06-20T11:10:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000251,2026-06-20T11:10:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000252,2026-06-20T11:10:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000253,2026-06-20T11:20:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000254,2026-06-20T11:20:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000255,2026-06-20T11:20:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000256,2026-06-20T11:20:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000257,2026-06-20T11:20:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000258,2026-06-20T11:20:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000259,2026-06-20T11:20:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000260,2026-06-20T11:20:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000261,2026-06-20T11:20:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000262,2026-06-20T11:20:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000263,2026-06-20T11:20:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000264,2026-06-20T11:20:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000265,2026-06-20T11:20:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000266,2026-06-20T11:20:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000267,2026-06-20T11:20:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000268,2026-06-20T11:20:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000269,2026-06-20T11:20:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000270,2026-06-20T11:20:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000271,2026-06-20T11:30:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000272,2026-06-20T11:30:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000273,2026-06-20T11:30:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000274,2026-06-20T11:30:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000275,2026-06-20T11:30:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000276,2026-06-20T11:30:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000277,2026-06-20T11:30:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000278,2026-06-20T11:30:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000279,2026-06-20T11:30:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000280,2026-06-20T11:30:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000281,2026-06-20T11:30:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000282,2026-06-20T11:30:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000283,2026-06-20T11:30:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000284,2026-06-20T11:30:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000285,2026-06-20T11:30:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000286,2026-06-20T11:30:59+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-000287,2026-06-20T11:30:59+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-000288,2026-06-20T11:30:59+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-000289,2026-06-20T11:40:59+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-000290,2026-06-20T11:40:59+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-000291,2026-06-20T11:40:59+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-000292,2026-06-20T11:40:59+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-000293,2026-06-20T11:40:59+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-000294,2026-06-20T11:40:59+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-000295,2026-06-20T11:40:59+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-000296,2026-06-20T11:40:59+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-000297,2026-06-20T11:40:59+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-000298,2026-06-20T11:40:59+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-000299,2026-06-20T11:40:59+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-000300,2026-06-20T11:40:59+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-000301,2026-06-20T11:40:59+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-000302,2026-06-20T11:40:59+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-000303,2026-06-20T11:40:59+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-000304,2026-06-20T11:40:59+06:00,AG006,BKASH,HEARTBEAT,0,
