transaction_id,timestamp,agent_id,provider_id,account_id,transaction_type,amount,status,channel
TXN-00000036,2026-06-20T09:35:38+06:00,AG003,BKASH,ACC-AG003-BKASH-0028,CASH_OUT,5200,SUCCESS,AGENT
TXN-00000037,2026-06-20T09:35:49+06:00,AG001,BKASH,ACC-AG001-BKASH-0005,CASH_OUT,1000,SUCCESS,AGENT
TXN-00000038,2026-06-20T09:36:12+06:00,AG006,BKASH,ACC-AG006-BKASH-0100,CASH_IN,5700,SUCCESS,AGENT
TXN-00000039,2026-06-20T09:38:35+06:00,AG003,BKASH,ACC-AG003-BKASH-0097,CASH_IN,6900,SUCCESS,AGENT
TXN-00000040,2026-06-20T09:39:04+06:00,AG002,BKASH,ACC-AG002-BKASH-0014,CASH_OUT,2900,SUCCESS,AGENT
TXN-00000041,2026-06-20T09:39:34+06:00,AG003,BKASH,ACC-AG003-BKASH-0002,CASH_OUT,3900,SUCCESS,AGENT
TXN-00000042,2026-06-20T09:41:41+06:00,AG002,BKASH,ACC-AG002-BKASH-0015,CASH_IN,13900,SUCCESS,AGENT
TXN-00000043,2026-06-20T09:41:43+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0050,CASH_OUT,9300,SUCCESS,AGENT
TXN-00000044,2026-06-20T09:42:14+06:00,AG005,NAGAD,ACC-AG005-NAGAD-0008,CASH_OUT,16000,SUCCESS,AGENT
TXN-00000045,2026-06-20T09:43:53+06:00,AG006,NAGAD,ACC-AG006-NAGAD-0100,CASH_OUT,10200,SUCCESS,AGENT
TXN-00000046,2026-06-20T09:45:13+06:00,AG003,BKASH,ACC-AG003-BKASH-0023,CASH_OUT,200,SUCCESS,AGENT
TXN-00000047,2026-06-20T09:45:20+06:00,AG004,BKASH,ACC-AG004-BKASH-0040,CASH_OUT,100,SUCCESS,AGENT
TXN-00000048,2026-06-20T09:46:59+06:00,AG002,BKASH,ACC-AG002-BKASH-0054,CASH_OUT,5300,FAILED,AGENT
TXN-00000049,2026-06-20T09:47:06+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0104,CASH_IN,550,SUCCESS,AGENT
TXN-00000050,2026-06-20T09:47:18+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0119,CASH_OUT,1300,SUCCESS,AGENT
TXN-00000051,2026-06-20T09:48:19+06:00,AG002,BKASH,ACC-AG002-BKASH-0054,CASH_OUT,100,SUCCESS,AGENT
TXN-00000052,2026-06-20T09:48:19+06:00,AG005,NAGAD,ACC-AG005-NAGAD-0036,CASH_IN,300,SUCCESS,AGENT
TXN-00000053,2026-06-20T09:48:24+06:00,AG003,BKASH,ACC-AG003-BKASH-0117,CASH_OUT,14800,SUCCESS,AGENT
TXN-00000054,2026-06-20T09:48:36+06:00,AG002,BKASH,ACC-AG002-BKASH-0054,CASH_OUT,26500,SUCCESS,AGENT
TXN-00000055,2026-06-20T09:48:55+06:00,AG001,BKASH,ACC-AG001-BKASH-0005,CASH_OUT,1500,SUCCESS,AGENT
TXN-00000056,2026-06-20T09:49:22+06:00,AG006,BKASH,ACC-AG006-BKASH-0038,CASH_IN,950,FAILED,AGENT
TXN-00000057,2026-06-20T09:49:34+06:00,AG001,BKASH,ACC-AG001-BKASH-0095,CASH_OUT,250,SUCCESS,AGENT
TXN-00000058,2026-06-20T09:49:37+06:00,AG004,BKASH,ACC-AG004-BKASH-0011,CASH_IN,250,SUCCESS,AGENT
TXN-00000059,2026-06-20T09:50:38+06:00,AG003,ROCKET,ACC-AG003-ROCKET-0027,CASH_IN,23500,SUCCESS,AGENT
TXN-00000060,2026-06-20T09:50:43+06:00,AG001,NAGAD,ACC-AG001-NAGAD-0090,CASH_OUT,700,SUCCESS,AGENT
TXN-00000061,2026-06-20T09:51:03+06:00,AG002,BKASH,ACC-AG002-BKASH-0061,CASH_IN,5600,SUCCESS,AGENT
TXN-00000062,2026-06-20T09:51:38+06:00,AG001,NAGAD,ACC-AG001-NAGAD-0040,CASH_IN,1200,SUCCESS,AGENT
TXN-00000063,2026-06-20T09:51:58+06:00,AG003,BKASH,ACC-AG003-BKASH-0043,CASH_OUT,750,SUCCESS,AGENT
TXN-00000064,2026-06-20T09:52:38+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0055,CASH_OUT,650,SUCCESS,AGENT
TXN-00000065,2026-06-20T09:52:46+06:00,AG006,BKASH,ACC-AG006-BKASH-0072,CASH_IN,2400,SUCCESS,AGENT
TXN-00000066,2026-06-20T09:53:45+06:00,AG005,BKASH,ACC-AG005-BKASH-0081,CASH_OUT,4900,SUCCESS,AGENT
TXN-00000067,2026-06-20T09:53:47+06:00,AG003,ROCKET,ACC-AG003-ROCKET-0019,CASH_OUT,9000,SUCCESS,AGENT
TXN-00000068,2026-06-20T09:54:05+06:00,AG003,BKASH,ACC-AG003-BKASH-0105,CASH_OUT,4300,SUCCESS,AGENT
TXN-00000069,2026-06-20T09:54:05+06:00,AG005,BKASH,ACC-AG005-BKASH-0038,CASH_IN,4400,SUCCESS,AGENT
TXN-00000070,2026-06-20T09:54:54+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0080,CASH_IN,20000,SUCCESS,AGENT
TXN-00000071,2026-06-20T09:56:13+06:00,AG001,BKASH,ACC-AG001-BKASH-0110,CASH_OUT,8600,SUCCESS,AGENT
TXN-00000072,2026-06-20T09:57:35+06:00,AG005,NAGAD,ACC-AG005-NAGAD-0005,CASH_IN,3300,SUCCESS,AGENT
TXN-00000073,2026-06-20T10:01:08+06:00,AG004,BKASH,ACC-AG004-BKASH-0065,CASH_IN,5300,SUCCESS,AGENT
TXN-00000074,2026-06-20T10:01:22+06:00,AG005,NAGAD,ACC-AG005-NAGAD-0043,CASH_IN,6700,SUCCESS,AGENT
TXN-00000075,2026-06-20T10:02:56+06:00,AG001,BKASH,ACC-AG001-BKASH-0042,CASH_OUT,2000,SUCCESS,AGENT
TXN-00000076,2026-06-20T10:03:06+06:00,AG002,ROCKET,ACC-AG002-ROCKET-0060,CASH_IN,6100,SUCCESS,AGENT
TXN-00000077,2026-06-20T10:03:47+06:00,AG004,BKASH,ACC-AG004-BKASH-0065,CASH_IN,2100,SUCCESS,AGENT
TXN-00000078,2026-06-20T10:04:01+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0015,CASH_IN,3700,SUCCESS,AGENT
TXN-00000079,2026-06-20T10:04:12+06:00,AG003,BKASH,ACC-AG003-BKASH-0114,CASH_OUT,4500,SUCCESS,AGENT
TXN-00000080,2026-06-20T10:04:13+06:00,AG001,BKASH,ACC-AG001-BKASH-0027,CASH_OUT,2500,SUCCESS,AGENT
TXN-00000081,2026-06-20T10:05:14+06:00,AG002,ROCKET,ACC-AG002-ROCKET-0024,CASH_OUT,850,SUCCESS,AGENT
TXN-00000082,2026-06-20T10:05:32+06:00,AG004,ROCKET,ACC-AG004-ROCKET-0047,CASH_IN,350,SUCCESS,AGENT
TXN-00000083,2026-06-20T10:05:44+06:00,AG002,NAGAD,ACC-AG002-NAGAD-0022,CASH_IN,4600,SUCCESS,AGENT
TXN-00000084,2026-06-20T10:09:37+06:00,AG003,ROCKET,ACC-AG003-ROCKET-0083,CASH_OUT,750,SUCCESS,AGENT
TXN-00000085,2026-06-20T10:10:31+06:00,AG005,BKASH,ACC-AG005-BKASH-0044,CASH_OUT,5500,SUCCESS,AGENT
TXN-00000086,2026-06-20T10:10:47+06:00,AG006,ROCKET,ACC-AG006-ROCKET-0005,CASH_IN,600,SUCCESS,AGENT
TXN-00000087,2026-06-20T10:11:11+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0023,CASH_OUT,1700,SUCCESS,AGENT
TXN-00000088,2026-06-20T10:11:25+06:00,AG005,BKASH,ACC-AG005-BKASH-0014,CASH_OUT,4100,SUCCESS,AGENT
TXN-00000089,2026-06-20T10:11:36+06:00,AG005,BKASH,ACC-AG005-BKASH-0006,CASH_OUT,9300,SUCCESS,AGENT
TXN-00000090,2026-06-20T10:13:11+06:00,AG002,BKASH,ACC-AG002-BKASH-0084,CASH_OUT,5900,SUCCESS,AGENT
TXN-00000091,2026-06-20T10:14:20+06:00,AG005,NAGAD,ACC-AG005-NAGAD-0048,CASH_OUT,9800,SUCCESS,AGENT
TXN-00000092,2026-06-20T10:14:41+06:00,AG006,NAGAD,ACC-AG006-NAGAD-0085,CASH_IN,24000,SUCCESS,AGENT
TXN-00000093,2026-06-20T10:14:55+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0052,CASH_OUT,5000,SUCCESS,AGENT
TXN-00000094,2026-06-20T10:15:31+06:00,AG003,BKASH,ACC-AG003-BKASH-0114,CASH_OUT,3700,SUCCESS,AGENT
TXN-00000095,2026-06-20T10:20:57+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0066,CASH_IN,2100,SUCCESS,AGENT
TXN-00000096,2026-06-20T10:23:41+06:00,AG001,BKASH,ACC-AG001-BKASH-0044,CASH_OUT,13500,SUCCESS,AGENT
TXN-00000097,2026-06-20T10:23:46+06:00,AG001,NAGAD,ACC-AG001-NAGAD-0047,CASH_OUT,4100,SUCCESS,AGENT
TXN-00000098,2026-06-20T10:24:08+06:00,AG004,BKASH,ACC-AG004-BKASH-0017,CASH_IN,13700,SUCCESS,AGENT
TXN-00000099,2026-06-20T10:25:48+06:00,AG002,ROCKET,ACC-AG002-ROCKET-0081,CASH_IN,700,SUCCESS,AGENT
TXN-00000100,2026-06-20T10:27:51+06:00,AG006,BKASH,ACC-AG006-BKASH-0056,CASH_IN,2200,SUCCESS,AGENT
TXN-00000101,2026-06-20T10:29:08+06:00,AG006,NAGAD,ACC-AG006-NAGAD-0036,CASH_OUT,4000,SUCCESS,AGENT
TXN-00000102,2026-06-20T10:30:02+06:00,AG001,BKASH,ACC-AG001-BKASH-0032,CASH_IN,1200,SUCCESS,AGENT
TXN-00000103,2026-06-20T10:30:34+06:00,AG005,NAGAD,ACC-AG005-NAGAD-0065,CASH_OUT,3100,SUCCESS,AGENT
TXN-00000104,2026-06-20T10:30:36+06:00,AG002,ROCKET,ACC-AG002-ROCKET-0088,CASH_IN,4200,SUCCESS,AGENT
TXN-00000105,2026-06-20T10:30:56+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0052,CASH_OUT,1700,SUCCESS,AGENT
TXN-00000106,2026-06-20T10:31:29+06:00,AG001,BKASH,ACC-AG001-BKASH-0067,CASH_OUT,1200,SUCCESS,AGENT
TXN-00000107,2026-06-20T10:33:00+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0003,CASH_OUT,1400,SUCCESS,AGENT
TXN-00000108,2026-06-20T10:33:21+06:00,AG002,BKASH,ACC-AG002-BKASH-0082,CASH_OUT,150,SUCCESS,AGENT
TXN-00000109,2026-06-20T10:33:40+06:00,AG006,BKASH,ACC-AG006-BKASH-0001,CASH_IN,450,SUCCESS,AGENT
TXN-00000110,2026-06-20T10:33:48+06:00,AG001,BKASH,ACC-AG001-BKASH-0052,CASH_OUT,1400,SUCCESS,AGENT
TXN-00000111,2026-06-20T10:34:04+06:00,AG005,BKASH,ACC-AG005-BKASH-0066,CASH_OUT,1450,SUCCESS,AGENT
TXN-00000112,2026-06-20T10:34:12+06:00,AG005,BKASH,ACC-AG005-BKASH-0033,CASH_IN,4900,SUCCESS,AGENT
TXN-00000113,2026-06-20T10:37:27+06:00,AG006,BKASH,ACC-AG006-BKASH-0001,CASH_OUT,4700,SUCCESS,AGENT
TXN-00000114,2026-06-20T10:37:56+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0086,CASH_OUT,13000,SUCCESS,AGENT
TXN-00000115,2026-06-20T10:38:04+06:00,AG005,BKASH,ACC-AG005-BKASH-0032,CASH_IN,850,SUCCESS,AGENT
TXN-00000116,2026-06-20T10:39:04+06:00,AG001,BKASH,ACC-AG001-BKASH-0052,CASH_OUT,18500,SUCCESS,AGENT
TXN-00000117,2026-06-20T10:39:56+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0105,CASH_IN,6500,SUCCESS,AGENT
TXN-00000118,2026-06-20T10:40:00+06:00,AG003,BKASH,ACC-AG003-BKASH-0091,CASH_IN,5600,SUCCESS,AGENT
TXN-00000119,2026-06-20T10:40:50+06:00,AG005,NAGAD,ACC-AG005-NAGAD-0015,CASH_OUT,14000,SUCCESS,AGENT
TXN-00000120,2026-06-20T10:41:16+06:00,AG006,BKASH,ACC-AG006-BKASH-0001,CASH_IN,2600,SUCCESS,AGENT
TXN-00000121,2026-06-20T10:42:35+06:00,AG006,BKASH,ACC-AG006-BKASH-0013,CASH_IN,11000,SUCCESS,AGENT
TXN-00000122,2026-06-20T10:42:45+06:00,AG002,BKASH,ACC-AG002-BKASH-0088,CASH_OUT,7400,SUCCESS,AGENT
TXN-00000123,2026-06-20T10:43:50+06:00,AG004,BKASH,ACC-AG004-BKASH-0089,CASH_IN,11400,SUCCESS,AGENT
TXN-00000124,2026-06-20T10:44:11+06:00,AG006,BKASH,ACC-AG006-BKASH-0064,CASH_IN,4000,SUCCESS,AGENT
TXN-00000125,2026-06-20T10:45:00+06:00,AG006,ROCKET,ACC-AG006-ROCKET-0038,CASH_OUT,750,SUCCESS,AGENT
TXN-00000126,2026-06-20T10:45:11+06:00,AG004,NAGAD,ACC-AG004-NAGAD-0050,CASH_IN,10100,SUCCESS,AGENT
TXN-00000127,2026-06-20T10:45:18+06:00,AG005,BKASH,ACC-AG005-BKASH-0032,CASH_OUT,4500,SUCCESS,AGENT
TXN-00000128,2026-06-20T10:47:15+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0102,CASH_IN,4500,FAILED,AGENT
TXN-00000129,2026-06-20T10:47:32+06:00,AG002,NAGAD,ACC-AG002-NAGAD-0073,CASH_OUT,5400,SUCCESS,AGENT
TXN-00000130,2026-06-20T10:47:43+06:00,AG003,BKASH,ACC-AG003-BKASH-0091,CASH_OUT,4200,SUCCESS,AGENT
TXN-00000131,2026-06-20T10:48:56+06:00,AG004,BKASH,ACC-AG004-BKASH-0086,CASH_OUT,2800,SUCCESS,AGENT
TXN-00000132,2026-06-20T10:49:32+06:00,AG002,BKASH,ACC-AG002-BKASH-0074,CASH_IN,5300,SUCCESS,AGENT
TXN-00000133,2026-06-20T10:50:03+06:00,AG002,BKASH,ACC-AG002-BKASH-0017,CASH_OUT,5700,SUCCESS,AGENT
TXN-00000134,2026-06-20T10:51:35+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0052,CASH_OUT,4300,FAILED,AGENT
TXN-00000135,2026-06-20T10:54:39+06:00,AG006,NAGAD,ACC-AG006-NAGAD-0021,CASH_IN,4300,SUCCESS,AGENT
TXN-00000136,2026-06-20T10:55:59+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0041,CASH_OUT,8500,SUCCESS,AGENT
TXN-00000137,2026-06-20T10:56:33+06:00,AG005,BKASH,ACC-AG005-BKASH-0040,CASH_OUT,3900,SUCCESS,AGENT
TXN-00000138,2026-06-20T10:56:37+06:00,AG006,ROCKET,ACC-AG006-ROCKET-0038,CASH_IN,2500,SUCCESS,AGENT
TXN-00000139,2026-06-20T10:57:03+06:00,AG004,BKASH,ACC-AG004-BKASH-0015,CASH_OUT,350,SUCCESS,AGENT
TXN-00000140,2026-06-20T10:57:18+06:00,AG004,ROCKET,ACC-AG004-ROCKET-0031,CASH_IN,4400,SUCCESS,AGENT
TXN-00000141,2026-06-20T10:57:52+06:00,AG004,NAGAD,ACC-AG004-NAGAD-0070,CASH_IN,10000,SUCCESS,AGENT
TXN-00000142,2026-06-20T10:59:18+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0091,CASH_OUT,1500,SUCCESS,AGENT
TXN-00000143,2026-06-20T10:59:46+06:00,AG001,BKASH,ACC-AG001-BKASH-0082,CASH_IN,7300,SUCCESS,AGENT
TXN-00000144,2026-06-20T11:00:30+06:00,AG001,NAGAD,ACC-AG001-NAGAD-0030,CASH_OUT,8100,SUCCESS,AGENT
TXN-00000145,2026-06-20T11:00:53+06:00,AG005,NAGAD,ACC-AG005-NAGAD-0073,CASH_OUT,4200,SUCCESS,AGENT
TXN-00000146,2026-06-20T11:00:54+06:00,AG001,NAGAD,ACC-AG001-NAGAD-0096,CASH_OUT,3500,SUCCESS,AGENT
TXN-00000147,2026-06-20T11:03:42+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0102,CASH_IN,600,SUCCESS,AGENT
TXN-00000148,2026-06-20T11:04:06+06:00,AG003,BKASH,ACC-AG003-BKASH-0052,CASH_IN,2100,SUCCESS,AGENT
TXN-00000149,2026-06-20T11:04:11+06:00,AG006,NAGAD,ACC-AG006-NAGAD-0037,CASH_IN,10400,SUCCESS,AGENT
TXN-00000150,2026-06-20T11:05:59+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0057,CASH_IN,21500,SUCCESS,AGENT
TXN-00000151,2026-06-20T11:06:16+06:00,AG003,BKASH,ACC-AG003-BKASH-0046,CASH_OUT,4100,SUCCESS,AGENT
TXN-00000152,2026-06-20T11:06:17+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0090,CASH_IN,350,SUCCESS,AGENT
TXN-00000153,2026-06-20T11:06:49+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0100,CASH_IN,9200,SUCCESS,AGENT
TXN-00000154,2026-06-20T11:07:26+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0108,CASH_OUT,7500,SUCCESS,AGENT
TXN-00000155,2026-06-20T11:07:36+06:00,AG004,ROCKET,ACC-AG004-ROCKET-0058,CASH_OUT,11500,SUCCESS,AGENT
TXN-00000156,2026-06-20T11:08:41+06:00,AG004,NAGAD,ACC-AG004-NAGAD-0088,CASH_IN,14700,SUCCESS,AGENT
TXN-00000157,2026-06-20T11:09:10+06:00,AG006,BKASH,ACC-AG006-BKASH-0064,CASH_OUT,2900,SUCCESS,AGENT
TXN-00000158,2026-06-20T11:09:42+06:00,AG006,BKASH,ACC-AG006-BKASH-0100,CASH_IN,800,SUCCESS,AGENT
TXN-00000159,2026-06-20T11:09:45+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0010,CASH_IN,200,FAILED,AGENT
TXN-00000160,2026-06-20T11:09:57+06:00,AG006,BKASH,ACC-AG006-BKASH-0100,CASH_OUT,23000,SUCCESS,AGENT
TXN-00000161,2026-06-20T11:09:58+06:00,AG001,BKASH,ACC-AG001-BKASH-0096,CASH_OUT,300,SUCCESS,AGENT
TXN-00000162,2026-06-20T11:10:06+06:00,AG005,BKASH,ACC-AG005-BKASH-0012,CASH_IN,4200,SUCCESS,AGENT
TXN-00000163,2026-06-20T11:10:11+06:00,AG002,ROCKET,ACC-AG002-ROCKET-0073,CASH_OUT,1400,SUCCESS,AGENT
TXN-00000164,2026-06-20T11:10:38+06:00,AG001,BKASH,ACC-AG001-BKASH-0025,CASH_IN,3400,SUCCESS,AGENT
TXN-00000165,2026-06-20T11:11:04+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0004,CASH_IN,14900,SUCCESS,AGENT
TXN-00000166,2026-06-20T11:11:24+06:00,AG001,NAGAD,ACC-AG001-NAGAD-0008,CASH_IN,1900,SUCCESS,AGENT
TXN-00000167,2026-06-20T11:11:38+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0032,CASH_IN,3400,SUCCESS,AGENT
TXN-00000168,2026-06-20T11:12:14+06:00,AG003,BKASH,ACC-AG003-BKASH-0084,CASH_OUT,350,SUCCESS,AGENT
TXN-00000169,2026-06-20T11:12:25+06:00,AG002,NAGAD,ACC-AG002-NAGAD-0037,CASH_OUT,1600,SUCCESS,AGENT
TXN-00000170,2026-06-20T11:13:28+06:00,AG002,NAGAD,ACC-AG002-NAGAD-0034,CASH_OUT,2800,SUCCESS,AGENT
TXN-00000171,2026-06-20T11:14:24+06:00,AG003,BKASH,ACC-AG003-BKASH-0016,CASH_OUT,200,SUCCESS,AGENT
TXN-00000172,2026-06-20T11:15:02+06:00,AG003,BKASH,ACC-AG003-BKASH-0114,CASH_OUT,1350,SUCCESS,AGENT
TXN-00000173,2026-06-20T11:15:05+06:00,AG001,BKASH,ACC-AG001-BKASH-0025,CASH_OUT,3700,SUCCESS,AGENT
TXN-00000174,2026-06-20T11:15:40+06:00,AG003,NAGAD,ACC-AG003-NAGAD-0012,CASH_IN,4900,SUCCESS,AGENT
TXN-00000175,2026-06-20T11:15:56+06:00,AG002,NAGAD,ACC-AG002-NAGAD-0046,CASH_OUT,23500,SUCCESS,AGENT
TXN-00000176,2026-06-20T11:16:17+06:00,AG003,BKASH,ACC-AG003-BKASH-0039,CASH_OUT,450,SUCCESS,AGENT
TXN-00000177,2026-06-20T11:16:38+06:00,AG002,BKASH,ACC-AG002-BKASH-0014,CASH_IN,5100,SUCCESS,AGENT
TXN-00000178,2026-06-20T11:17:09+06:00,AG005,ROCKET,ACC-AG005-ROCKET-0037,CASH_OUT,27500,SUCCESS,AGENT
TXN-00000179,2026-06-20T11:17:12+06:00,AG001,NAGAD,ACC-AG001-NAGAD-0008,CASH_IN,3600,SUCCESS,AGENT
TXN-00000180,2026-06-20T11:17:17+06:00,AG002,BKASH,ACC-AG002-BKASH-0061,CASH_OUT,3200,SUCCESS,AGENT
TXN-00000181,2026-06-20T11:17:54+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0003,CASH_IN,400,SUCCESS,AGENT
TXN-00000182,2026-06-20T11:17:58+06:00,AG006,BKASH,ACC-AG006-BKASH-0018,CASH_IN,6000,SUCCESS,AGENT
TXN-00000183,2026-06-20T11:18:59+06:00,AG003,BKASH,ACC-AG003-BKASH-0039,CASH_OUT,27500,SUCCESS,AGENT
TXN-00000184,2026-06-20T11:19:00+06:00,AG003,ROCKET,ACC-AG003-ROCKET-0015,CASH_OUT,1150,SUCCESS,AGENT
TXN-00000185,2026-06-20T11:19:51+06:00,AG001,NAGAD,ACC-AG001-NAGAD-0040,CASH_OUT,4000,SUCCESS,AGENT
TXN-00000186,2026-06-20T11:20:02+06:00,AG004,BKASH,ACC-AG004-BKASH-0044,CASH_IN,4400,SUCCESS,AGENT
TXN-00000187,2026-06-20T11:20:28+06:00,AG001,ROCKET,ACC-AG001-ROCKET-0003,CASH_OUT,6800,FAILED,AGENT
TXN-00000188,2026-06-20T11:23:22+06:00,AG006,ROCKET,ACC-AG006-ROCKET-0081,CASH_OUT,3700,SUCCESS,AGENT
TXN-00000189,2026-06-20T11:23:25+06:00,AG006,NAGAD,ACC-AG006-NAGAD-0044,CASH_OUT,3100,SUCCESS,AGENT
