feed_event_id,timestamp,agent_id,provider_id,event_type,delay_minutes,reported_balance
FEED-00422,2026-06-20T10:00:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00450,2026-06-20T10:00:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00478,2026-06-20T10:00:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00005,2026-06-20T10:20:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00033,2026-06-20T10:20:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00061,2026-06-20T10:20:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00089,2026-06-20T10:20:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00117,2026-06-20T10:20:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00145,2026-06-20T10:20:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00173,2026-06-20T10:20:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00201,2026-06-20T10:20:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00229,2026-06-20T10:20:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00257,2026-06-20T10:20:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00285,2026-06-20T10:20:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00313,2026-06-20T10:20:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00341,2026-06-20T10:20:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00369,2026-06-20T10:20:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00397,2026-06-20T10:20:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00423,2026-06-20T10:20:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00451,2026-06-20T10:20:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00479,2026-06-20T10:20:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00006,2026-06-20T10:40:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00034,2026-06-20T10:40:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00062,2026-06-20T10:40:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00090,2026-06-20T10:40:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00118,2026-06-20T10:40:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00146,2026-06-20T10:40:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00174,2026-06-20T10:40:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00202,2026-06-20T10:40:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00230,2026-06-20T10:40:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00258,2026-06-20T10:40:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00286,2026-06-20T10:40:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00314,2026-06-20T10:40:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00342,2026-06-20T10:40:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00370,2026-06-20T10:40:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00398,2026-06-20T10:40:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00424,2026-06-20T10:40:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00452,2026-06-20T10:40:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00480,2026-06-20T10:40:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00007,2026-06-20T11:00:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00035,2026-06-20T11:00:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00063,2026-06-20T11:00:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00091,2026-06-20T11:00:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00119,2026-06-20T11:00:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00147,2026-06-20T11:00:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00175,2026-06-20T11:00:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00203,2026-06-20T11:00:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00231,2026-06-20T11:00:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00259,2026-06-20T11:00:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00287,2026-06-20T11:00:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00315,2026-06-20T11:00:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00343,2026-06-20T11:00:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00371,2026-06-20T11:00:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00399,2026-06-20T11:00:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00425,2026-06-20T11:00:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00453,2026-06-20T11:00:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00481,2026-06-20T11:00:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00008,2026-06-20T11:20:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00036,2026-06-20T11:20:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00064,2026-06-20T11:20:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00092,2026-06-20T11:20:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00120,2026-06-20T11:20:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00148,2026-06-20T11:20:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00176,2026-06-20T11:20:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00204,2026-06-20T11:20:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00232,2026-06-20T11:20:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00260,2026-06-20T11:20:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00288,2026-06-20T11:20:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00316,2026-06-20T11:20:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00344,2026-06-20T11:20:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00372,2026-06-20T11:20:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00400,2026-06-20T11:20:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00426,2026-06-20T11:20:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00454,2026-06-20T11:20:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00482,2026-06-20T11:20:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00009,2026-06-20T11:40:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00037,2026-06-20T11:40:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00065,2026-06-20T11:40:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00093,2026-06-20T11:40:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00121,2026-06-20T11:40:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00149,2026-06-20T11:40:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00177,2026-06-20T11:40:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00205,2026-06-20T11:40:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00233,2026-06-20T11:40:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00261,2026-06-20T11:40:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00289,2026-06-20T11:40:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00317,2026-06-20T11:40:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00345,2026-06-20T11:40:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00373,2026-06-20T11:40:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00401,2026-06-20T11:40:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00427,2026-06-20T11:40:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00455,2026-06-20T11:40:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00483,2026-06-20T11:40:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00010,2026-06-20T12:00:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00038,2026-06-20T12:00:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00066,2026-06-20T12:00:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00094,2026-06-20T12:00:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00122,2026-06-20T12:00:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00150,2026-06-20T12:00:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00178,2026-06-20T12:00:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00206,2026-06-20T12:00:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00234,2026-06-20T12:00:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00262,2026-06-20T12:00:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00290,2026-06-20T12:00:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00318,2026-06-20T12:00:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00346,2026-06-20T12:00:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00374,2026-06-20T12:00:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00402,2026-06-20T12:00:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00428,2026-06-20T12:00:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00456,2026-06-20T12:00:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00484,2026-06-20T12:00:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00011,2026-06-20T12:20:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00039,2026-06-20T12:20:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00067,2026-06-20T12:20:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00095,2026-06-20T12:20:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00123,2026-06-20T12:20:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00151,2026-06-20T12:20:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00179,2026-06-20T12:20:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00207,2026-06-20T12:20:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00235,2026-06-20T12:20:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00263,2026-06-20T12:20:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00291,2026-06-20T12:20:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00319,2026-06-20T12:20:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00347,2026-06-20T12:20:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00375,2026-06-20T12:20:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00403,2026-06-20T12:20:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00429,2026-06-20T12:20:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00457,2026-06-20T12:20:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00485,2026-06-20T12:20:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00012,2026-06-20T12:40:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00040,2026-06-20T12:40:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00068,2026-06-20T12:40:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00096,2026-06-20T12:40:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00124,2026-06-20T12:40:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00152,2026-06-20T12:40:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00180,2026-06-20T12:40:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00208,2026-06-20T12:40:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00236,2026-06-20T12:40:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00264,2026-06-20T12:40:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00292,2026-06-20T12:40:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00320,2026-06-20T12:40:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00348,2026-06-20T12:40:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00376,2026-06-20T12:40:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00404,2026-06-20T12:40:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00430,2026-06-20T12:40:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00458,2026-06-20T12:40:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00486,2026-06-20T12:40:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00013,2026-06-20T13:00:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00041,2026-06-20T13:00:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00069,2026-06-20T13:00:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00097,2026-06-20T13:00:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00125,2026-06-20T13:00:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00153,2026-06-20T13:00:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00181,2026-06-20T13:00:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00209,2026-06-20T13:00:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00237,2026-06-20T13:00:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00265,2026-06-20T13:00:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00293,2026-06-20T13:00:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00321,2026-06-20T13:00:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00349,2026-06-20T13:00:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00377,2026-06-20T13:00:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00431,2026-06-20T13:00:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00459,2026-06-20T13:00:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00487,2026-06-20T13:00:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00503,2026-06-20T13:00:00+06:00,AG005,ROCKET,FEED_DELAY,35,
FEED-00014,2026-06-20T13:20:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00042,2026-06-20T13:20:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00070,2026-06-20T13:20:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00098,2026-06-20T13:20:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00126,2026-06-20T13:20:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00154,2026-06-20T13:20:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00182,2026-06-20T13:20:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00210,2026-06-20T13:20:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00238,2026-06-20T13:20:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00266,2026-06-20T13:20:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00294,2026-06-20T13:20:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00322,2026-06-20T13:20:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00350,2026-06-20T13:20:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00378,2026-06-20T13:20:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00432,2026-06-20T13:20:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00460,2026-06-20T13:20:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00488,2026-06-20T13:20:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00015,2026-06-20T13:40:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00043,2026-06-20T13:40:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00071,2026-06-20T13:40:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00099,2026-06-20T13:40:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00127,2026-06-20T13:40:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00155,2026-06-20T13:40:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00183,2026-06-20T13:40:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00211,2026-06-20T13:40:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00239,2026-06-20T13:40:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00267,2026-06-20T13:40:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00295,2026-06-20T13:40:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00323,2026-06-20T13:40:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00351,2026-06-20T13:40:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00379,2026-06-20T13:40:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00405,2026-06-20T13:40:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00433,2026-06-20T13:40:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00461,2026-06-20T13:40:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00489,2026-06-20T13:40:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00504,2026-06-20T13:40:00+06:00,AG005,ROCKET,FEED_RECOVERED,0,
FEED-00016,2026-06-20T14:00:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00044,2026-06-20T14:00:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00072,2026-06-20T14:00:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00100,2026-06-20T14:00:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00128,2026-06-20T14:00:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00156,2026-06-20T14:00:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00184,2026-06-20T14:00:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00212,2026-06-20T14:00:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00240,2026-06-20T14:00:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00268,2026-06-20T14:00:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00296,2026-06-20T14:00:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00324,2026-06-20T14:00:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00352,2026-06-20T14:00:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00380,2026-06-20T14:00:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00406,2026-06-20T14:00:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00434,2026-06-20T14:00:00+06:00,AG006,BKASH,HEARTBEAT,0,
FEED-00462,2026-06-20T14:00:00+06:00,AG006,NAGAD,HEARTBEAT,0,
FEED-00490,2026-06-20T14:00:00+06:00,AG006,ROCKET,HEARTBEAT,0,
FEED-00017,2026-06-20T14:20:00+06:00,AG001,BKASH,HEARTBEAT,0,
FEED-00045,2026-06-20T14:20:00+06:00,AG001,NAGAD,HEARTBEAT,0,
FEED-00073,2026-06-20T14:20:00+06:00,AG001,ROCKET,HEARTBEAT,0,
FEED-00101,2026-06-20T14:20:00+06:00,AG002,BKASH,HEARTBEAT,0,
FEED-00129,2026-06-20T14:20:00+06:00,AG002,NAGAD,HEARTBEAT,0,
FEED-00157,2026-06-20T14:20:00+06:00,AG002,ROCKET,HEARTBEAT,0,
FEED-00185,2026-06-20T14:20:00+06:00,AG003,BKASH,HEARTBEAT,0,
FEED-00213,2026-06-20T14:20:00+06:00,AG003,NAGAD,HEARTBEAT,0,
FEED-00241,2026-06-20T14:20:00+06:00,AG003,ROCKET,HEARTBEAT,0,
FEED-00269,2026-06-20T14:20:00+06:00,AG004,BKASH,HEARTBEAT,0,
FEED-00297,2026-06-20T14:20:00+06:00,AG004,NAGAD,HEARTBEAT,0,
FEED-00325,2026-06-20T14:20:00+06:00,AG004,ROCKET,HEARTBEAT,0,
FEED-00353,2026-06-20T14:20:00+06:00,AG005,BKASH,HEARTBEAT,0,
FEED-00381,2026-06-20T14:20:00+06:00,AG005,NAGAD,HEARTBEAT,0,
FEED-00407,2026-06-20T14:20:00+06:00,AG005,ROCKET,HEARTBEAT,0,
FEED-00435,2026-06-20T14:20:00+06:00,AG006,BKASH,HEARTBEAT,0,
