transaction_id,timestamp,agent_id,provider_id,account_id,transaction_type,amount,status,channel
TXN-000016,2026-06-20T09:55:00+06:00,AG001,NAGAD,ACC-001-NA-001,CASH_OUT,4000,SUCCESS,AGENT
TXN-000002,2026-06-20T09:57:00+06:00,AG001,BKASH,ACC-001-BK-001,CASH_OUT,800,SUCCESS,AGENT
TXN-000128,2026-06-20T09:57:00+06:00,AG004,BKASH,ACC-004-BK-001,CASH_OUT,5000,SUCCESS,AGENT
TXN-000086,2026-06-20T09:59:00+06:00,AG003,BKASH,ACC-003-BK-001,CASH_IN,1500,SUCCESS,AGENT
TXN-000100,2026-06-20T09:59:00+06:00,AG003,NAGAD,ACC-003-NA-001,CASH_IN,5000,SUCCESS,AGENT
TXN-000030,2026-06-20T10:00:00+06:00,AG001,ROCKET,ACC-001-RO-001,CASH_IN,2500,SUCCESS,AGENT
TXN-000226,2026-06-20T10:01:00+06:00,AG006,NAGAD,ACC-006-NA-001,CASH_IN,5000,SUCCESS,AGENT
TXN-000115,2026-06-20T10:02:00+06:00,AG003,ROCKET,ACC-003-RO-002,CASH_IN,1000,SUCCESS,AGENT
TXN-000058,2026-06-20T10:03:00+06:00,AG002,NAGAD,ACC-002-NA-001,CASH_OUT,4000,SUCCESS,AGENT
TXN-000241,2026-06-20T10:03:00+06:00,AG006,ROCKET,ACC-006-RO-002,CASH_OUT,2000,SUCCESS,AGENT
TXN-000213,2026-06-20T10:04:00+06:00,AG006,BKASH,ACC-006-BK-002,CASH_IN,3000,SUCCESS,AGENT
TXN-000156,2026-06-20T10:05:00+06:00,AG004,ROCKET,ACC-004-RO-001,CASH_OUT,3000,SUCCESS,AGENT
TXN-000044,2026-06-20T10:07:00+06:00,AG002,BKASH,ACC-002-BK-001,CASH_OUT,4000,SUCCESS,AGENT
TXN-000073,2026-06-20T10:08:00+06:00,AG002,ROCKET,ACC-002-RO-002,CASH_IN,800,SUCCESS,AGENT
TXN-000185,2026-06-20T10:09:00+06:00,AG005,NAGAD,ACC-005-NA-002,CASH_OUT,4000,SUCCESS,AGENT
TXN-000199,2026-06-20T10:09:00+06:00,AG005,ROCKET,ACC-005-RO-002,CASH_IN,2000,SUCCESS,AGENT
TXN-000143,2026-06-20T10:11:00+06:00,AG004,NAGAD,ACC-004-NA-002,CASH_IN,5000,SUCCESS,AGENT
TXN-000087,2026-06-20T10:17:00+06:00,AG003,BKASH,ACC-003-BK-002,CASH_OUT,800,SUCCESS,AGENT
TXN-000031,2026-06-20T10:18:00+06:00,AG001,ROCKET,ACC-001-RO-002,CASH_IN,1000,SUCCESS,AGENT
TXN-000171,2026-06-20T10:18:00+06:00,AG005,BKASH,ACC-005-BK-002,CASH_IN,1500,SUCCESS,AGENT
TXN-000101,2026-06-20T10:19:00+06:00,AG003,NAGAD,ACC-003-NA-002,CASH_OUT,3000,SUCCESS,AGENT
TXN-000242,2026-06-20T10:21:00+06:00,AG006,ROCKET,ACC-006-RO-003,CASH_OUT,500,SUCCESS,AGENT
TXN-000017,2026-06-20T10:23:00+06:00,AG001,NAGAD,ACC-001-NA-002,CASH_OUT,500,SUCCESS,AGENT
TXN-000227,2026-06-20T10:23:00+06:00,AG006,NAGAD,ACC-006-NA-002,CASH_OUT,500,SUCCESS,AGENT
TXN-000003,2026-06-20T10:24:00+06:00,AG001,BKASH,ACC-001-BK-002,CASH_OUT,5000,SUCCESS,AGENT
TXN-000059,2026-06-20T10:25:00+06:00,AG002,NAGAD,ACC-002-NA-002,CASH_IN,5000,SUCCESS,AGENT
TXN-000116,2026-06-20T10:25:00+06:00,AG003,ROCKET,ACC-003-RO-003,CASH_IN,500,SUCCESS,AGENT
TXN-000129,2026-06-20T10:25:00+06:00,AG004,BKASH,ACC-004-BK-002,CASH_OUT,1500,SUCCESS,AGENT
TXN-000045,2026-06-20T10:27:00+06:00,AG002,BKASH,ACC-002-BK-002,CASH_IN,5000,SUCCESS,AGENT
TXN-000074,2026-06-20T10:29:00+06:00,AG002,ROCKET,ACC-002-RO-003,CASH_OUT,1000,SUCCESS,AGENT
TXN-000144,2026-06-20T10:31:00+06:00,AG004,NAGAD,ACC-004-NA-003,CASH_IN,3000,SUCCESS,AGENT
TXN-000157,2026-06-20T10:33:00+06:00,AG004,ROCKET,ACC-004-RO-002,CASH_IN,2000,SUCCESS,AGENT
TXN-000214,2026-06-20T10:34:00+06:00,AG006,BKASH,ACC-006-BK-003,CASH_IN,800,SUCCESS,AGENT
TXN-000088,2026-06-20T10:36:00+06:00,AG003,BKASH,ACC-003-BK-003,CASH_OUT,3000,SUCCESS,AGENT
TXN-000102,2026-06-20T10:38:00+06:00,AG003,NAGAD,ACC-003-NA-003,CASH_OUT,2000,SUCCESS,AGENT
TXN-000172,2026-06-20T10:38:00+06:00,AG005,BKASH,ACC-005-BK-003,CASH_OUT,5000,SUCCESS,AGENT
TXN-000032,2026-06-20T10:39:00+06:00,AG001,ROCKET,ACC-001-RO-003,CASH_IN,2000,SUCCESS,AGENT
TXN-000186,2026-06-20T10:39:00+06:00,AG005,NAGAD,ACC-005-NA-003,CASH_OUT,5000,SUCCESS,AGENT
TXN-000200,2026-06-20T10:39:00+06:00,AG005,ROCKET,ACC-005-RO-003,CASH_OUT,800,SUCCESS,AGENT
TXN-000243,2026-06-20T10:40:00+06:00,AG006,ROCKET,ACC-006-RO-004,CASH_IN,1200,SUCCESS,AGENT
TXN-000018,2026-06-20T10:44:00+06:00,AG001,NAGAD,ACC-001-NA-003,CASH_OUT,1200,SUCCESS,AGENT
TXN-000117,2026-06-20T10:45:00+06:00,AG003,ROCKET,ACC-003-RO-004,CASH_IN,4000,SUCCESS,AGENT
TXN-000228,2026-06-20T10:46:00+06:00,AG006,NAGAD,ACC-006-NA-003,CASH_IN,4000,SUCCESS,AGENT
TXN-000046,2026-06-20T10:47:00+06:00,AG002,BKASH,ACC-002-BK-003,CASH_OUT,1200,SUCCESS,AGENT
TXN-000075,2026-06-20T10:48:00+06:00,AG002,ROCKET,ACC-002-RO-004,CASH_OUT,2000,SUCCESS,AGENT
TXN-000060,2026-06-20T10:52:00+06:00,AG002,NAGAD,ACC-002-NA-003,CASH_IN,800,SUCCESS,AGENT
TXN-000130,2026-06-20T10:53:00+06:00,AG004,BKASH,ACC-004-BK-003,CASH_OUT,2500,FAILED,AGENT
TXN-000004,2026-06-20T10:56:00+06:00,AG001,BKASH,ACC-001-BK-003,CASH_OUT,800,SUCCESS,AGENT
TXN-000145,2026-06-20T10:56:00+06:00,AG004,NAGAD,ACC-004-NA-004,CASH_IN,1500,SUCCESS,AGENT
TXN-000158,2026-06-20T10:59:00+06:00,AG004,ROCKET,ACC-004-RO-003,CASH_IN,1200,SUCCESS,AGENT
TXN-000103,2026-06-20T11:01:00+06:00,AG003,NAGAD,ACC-003-NA-004,CASH_OUT,2000,SUCCESS,AGENT
TXN-000215,2026-06-20T11:02:00+06:00,AG006,BKASH,ACC-006-BK-004,CASH_OUT,1200,SUCCESS,AGENT
TXN-000089,2026-06-20T11:03:00+06:00,AG003,BKASH,ACC-003-BK-004,CASH_IN,2500,SUCCESS,AGENT
TXN-000201,2026-06-20T11:03:00+06:00,AG005,ROCKET,ACC-005-RO-004,CASH_OUT,1500,SUCCESS,AGENT
TXN-000019,2026-06-20T11:06:00+06:00,AG001,NAGAD,ACC-001-NA-004,CASH_OUT,4000,SUCCESS,AGENT
TXN-000118,2026-06-20T11:06:00+06:00,AG003,ROCKET,ACC-003-RO-005,CASH_OUT,1000,SUCCESS,AGENT
TXN-000033,2026-06-20T11:08:00+06:00,AG001,ROCKET,ACC-001-RO-004,CASH_IN,1000,SUCCESS,AGENT
TXN-000187,2026-06-20T11:09:00+06:00,AG005,NAGAD,ACC-005-NA-004,CASH_IN,3000,SUCCESS,AGENT
TXN-000173,2026-06-20T11:10:00+06:00,AG005,BKASH,ACC-005-BK-004,CASH_IN,4000,SUCCESS,AGENT
TXN-000047,2026-06-20T11:12:00+06:00,AG002,BKASH,ACC-002-BK-004,CASH_OUT,3000,SUCCESS,AGENT
TXN-000244,2026-06-20T11:12:00+06:00,AG006,ROCKET,ACC-006-RO-005,CASH_OUT,1500,SUCCESS,AGENT
TXN-000076,2026-06-20T11:13:00+06:00,AG002,ROCKET,ACC-002-RO-005,CASH_OUT,5000,SUCCESS,AGENT
TXN-000229,2026-06-20T11:13:00+06:00,AG006,NAGAD,ACC-006-NA-004,CASH_OUT,1500,SUCCESS,AGENT
TXN-000146,2026-06-20T11:16:00+06:00,AG004,NAGAD,ACC-004-NA-005,CASH_OUT,4000,SUCCESS,AGENT
TXN-000216,2026-06-20T11:20:00+06:00,AG006,BKASH,ACC-006-BK-005,CASH_IN,1500,SUCCESS,AGENT
TXN-000090,2026-06-20T11:22:00+06:00,AG003,BKASH,ACC-003-BK-005,CASH_IN,1200,SUCCESS,AGENT
TXN-000005,2026-06-20T11:23:00+06:00,AG001,BKASH,ACC-001-BK-004,CASH_OUT,2000,SUCCESS,AGENT
TXN-000061,2026-06-20T11:23:00+06:00,AG002,NAGAD,ACC-002-NA-004,CASH_IN,1500,SUCCESS,AGENT
TXN-000131,2026-06-20T11:24:00+06:00,AG004,BKASH,ACC-004-BK-004,CASH_OUT,1200,SUCCESS,AGENT
TXN-000020,2026-06-20T11:25:00+06:00,AG001,NAGAD,ACC-001-NA-005,CASH_IN,500,SUCCESS,AGENT
TXN-000034,2026-06-20T11:28:00+06:00,AG001,ROCKET,ACC-001-RO-005,CASH_IN,1200,SUCCESS,AGENT
TXN-000159,2026-06-20T11:29:00+06:00,AG004,ROCKET,ACC-004-RO-004,CASH_IN,5000,SUCCESS,AGENT
TXN-000202,2026-06-20T11:30:00+06:00,AG005,ROCKET,ACC-005-RO-005,CASH_IN,2500,SUCCESS,AGENT
TXN-000253,2026-06-20T11:30:00+06:00,AG002,BKASH,ACC-S2-000,CASH_IN,5965,SUCCESS,AGENT
TXN-000119,2026-06-20T11:31:00+06:00,AG003,ROCKET,ACC-003-RO-006,CASH_IN,800,SUCCESS,AGENT
TXN-000188,2026-06-20T11:32:00+06:00,AG005,NAGAD,ACC-005-NA-005,CASH_IN,3000,SUCCESS,AGENT
TXN-000077,2026-06-20T11:33:00+06:00,AG002,ROCKET,ACC-002-RO-006,CASH_OUT,500,SUCCESS,AGENT
TXN-000104,2026-06-20T11:33:00+06:00,AG003,NAGAD,ACC-003-NA-005,CASH_IN,800,SUCCESS,AGENT
TXN-000254,2026-06-20T11:34:00+06:00,AG002,BKASH,ACC-S2-001,CASH_IN,6192,SUCCESS,AGENT
TXN-000245,2026-06-20T11:35:00+06:00,AG006,ROCKET,ACC-006-RO-006,CASH_OUT,800,SUCCESS,AGENT
TXN-000048,2026-06-20T11:36:00+06:00,AG002,BKASH,ACC-002-BK-005,CASH_OUT,2500,SUCCESS,AGENT
TXN-000174,2026-06-20T11:38:00+06:00,AG005,BKASH,ACC-005-BK-005,CASH_IN,4000,SUCCESS,AGENT
TXN-000255,2026-06-20T11:38:00+06:00,AG002,BKASH,ACC-S2-002,CASH_IN,6435,SUCCESS,AGENT
TXN-000217,2026-06-20T11:39:00+06:00,AG006,BKASH,ACC-006-BK-006,CASH_IN,1200,SUCCESS,AGENT
TXN-000256,2026-06-20T11:42:00+06:00,AG002,BKASH,ACC-S2-003,CASH_IN,6224,SUCCESS,AGENT
TXN-000062,2026-06-20T11:43:00+06:00,AG002,NAGAD,ACC-002-NA-005,CASH_IN,5000,SUCCESS,AGENT
TXN-000230,2026-06-20T11:44:00+06:00,AG006,NAGAD,ACC-006-NA-005,CASH_IN,5000,SUCCESS,AGENT
TXN-000021,2026-06-20T11:46:00+06:00,AG001,NAGAD,ACC-001-NA-006,CASH_OUT,4000,SUCCESS,AGENT
TXN-000132,2026-06-20T11:46:00+06:00,AG004,BKASH,ACC-004-BK-005,CASH_OUT,2500,SUCCESS,AGENT
TXN-000257,2026-06-20T11:46:00+06:00,AG002,BKASH,ACC-S2-004,CASH_IN,5841,SUCCESS,AGENT
TXN-000091,2026-06-20T11:48:00+06:00,AG003,BKASH,ACC-003-BK-006,CASH_OUT,2500,SUCCESS,AGENT
TXN-000147,2026-06-20T11:48:00+06:00,AG004,NAGAD,ACC-004-NA-006,CASH_IN,3000,SUCCESS,AGENT
TXN-000189,2026-06-20T11:50:00+06:00,AG005,NAGAD,ACC-005-NA-006,CASH_OUT,5000,SUCCESS,AGENT
TXN-000258,2026-06-20T11:50:00+06:00,AG002,BKASH,ACC-S2-005,CASH_IN,6097,SUCCESS,AGENT
TXN-000006,2026-06-20T11:51:00+06:00,AG001,BKASH,ACC-001-BK-005,CASH_IN,1000,SUCCESS,AGENT
TXN-000259,2026-06-20T11:54:00+06:00,AG002,BKASH,ACC-S2-006,CASH_IN,6602,SUCCESS,AGENT
TXN-000105,2026-06-20T11:56:00+06:00,AG003,NAGAD,ACC-003-NA-006,CASH_IN,500,SUCCESS,AGENT
TXN-000203,2026-06-20T11:58:00+06:00,AG005,ROCKET,ACC-005-RO-006,CASH_OUT,800,SUCCESS,AGENT
TXN-000260,2026-06-20T11:58:00+06:00,AG002,BKASH,ACC-S2-007,CASH_IN,6011,SUCCESS,AGENT
TXN-000078,2026-06-20T11:59:00+06:00,AG002,ROCKET,ACC-002-RO-007,CASH_OUT,1200,SUCCESS,AGENT
TXN-000160,2026-06-20T11:59:00+06:00,AG004,ROCKET,ACC-004-RO-005,CASH_IN,3000,SUCCESS,AGENT
TXN-000035,2026-06-20T12:00:00+06:00,AG001,ROCKET,ACC-001-RO-006,CASH_IN,1500,FAILED,AGENT
TXN-000120,2026-06-20T12:01:00+06:00,AG003,ROCKET,ACC-003-RO-007,CASH_OUT,1500,SUCCESS,AGENT
TXN-000246,2026-06-20T12:02:00+06:00,AG006,ROCKET,ACC-006-RO-007,CASH_IN,500,SUCCESS,AGENT
TXN-000261,2026-06-20T12:02:00+06:00,AG002,BKASH,ACC-S2-008,CASH_IN,5889,SUCCESS,AGENT
TXN-000063,2026-06-20T12:03:00+06:00,AG002,NAGAD,ACC-002-NA-006,CASH_OUT,1200,SUCCESS,AGENT
TXN-000175,2026-06-20T12:03:00+06:00,AG005,BKASH,ACC-005-BK-006,CASH_OUT,4000,SUCCESS,AGENT
TXN-000262,2026-06-20T12:06:00+06:00,AG002,BKASH,ACC-S2-009,CASH_IN,6928,SUCCESS,AGENT
TXN-000049,2026-06-20T12:08:00+06:00,AG002,BKASH,ACC-002-BK-006,CASH_IN,1200,SUCCESS,AGENT
TXN-000218,2026-06-20T12:10:00+06:00,AG006,BKASH,ACC-006-BK-007,CASH_OUT,800,SUCCESS,AGENT
TXN-000263,2026-06-20T12:10:00+06:00,AG002,BKASH,ACC-S2-010,CASH_IN,6078,SUCCESS,AGENT
TXN-000022,2026-06-20T12:12:00+06:00,AG001,NAGAD,ACC-001-NA-007,CASH_IN,5000,SUCCESS,AGENT
TXN-000190,2026-06-20T12:12:00+06:00,AG005,NAGAD,ACC-005-NA-007,CASH_OUT,4000,SUCCESS,AGENT
TXN-000007,2026-06-20T12:13:00+06:00,AG001,BKASH,ACC-001-BK-006,CASH_IN,500,SUCCESS,AGENT
TXN-000231,2026-06-20T12:13:00+06:00,AG006,NAGAD,ACC-006-NA-006,CASH_OUT,5000,SUCCESS,AGENT
TXN-000092,2026-06-20T12:14:00+06:00,AG003,BKASH,ACC-003-BK-007,CASH_OUT,4000,SUCCESS,AGENT
TXN-000106,2026-06-20T12:14:00+06:00,AG003,NAGAD,ACC-003-NA-007,CASH_OUT,4000,SUCCESS,AGENT
TXN-000148,2026-06-20T12:14:00+06:00,AG004,NAGAD,ACC-004-NA-007,CASH_IN,1200,SUCCESS,AGENT
TXN-000264,2026-06-20T12:14:00+06:00,AG002,BKASH,ACC-S2-011,CASH_IN,6816,SUCCESS,AGENT
TXN-000133,2026-06-20T12:15:00+06:00,AG004,BKASH,ACC-004-BK-006,CASH_IN,2500,SUCCESS,AGENT
TXN-000176,2026-06-20T12:21:00+06:00,AG005,BKASH,ACC-005-BK-007,CASH_IN,3000,SUCCESS,AGENT
TXN-000204,2026-06-20T12:21:00+06:00,AG005,ROCKET,ACC-005-RO-007,CASH_IN,2500,SUCCESS,AGENT
TXN-000161,2026-06-20T12:22:00+06:00,AG004,ROCKET,ACC-004-RO-006,CASH_OUT,2000,SUCCESS,AGENT
TXN-000079,2026-06-20T12:23:00+06:00,AG002,ROCKET,ACC-002-RO-008,CASH_IN,5000,SUCCESS,AGENT
TXN-000036,2026-06-20T12:25:00+06:00,AG001,ROCKET,ACC-001-RO-007,CASH_OUT,1500,SUCCESS,AGENT
TXN-000064,2026-06-20T12:26:00+06:00,AG002,NAGAD,ACC-002-NA-007,CASH_IN,3000,SUCCESS,AGENT
TXN-000050,2026-06-20T12:28:00+06:00,AG002,BKASH,ACC-002-BK-007,CASH_OUT,5000,SUCCESS,AGENT
TXN-000247,2026-06-20T12:28:00+06:00,AG006,ROCKET,ACC-006-RO-008,CASH_OUT,2000,SUCCESS,AGENT
TXN-000191,2026-06-20T12:30:00+06:00,AG005,NAGAD,ACC-005-NA-008,CASH_OUT,1000,SUCCESS,AGENT
TXN-000121,2026-06-20T12:31:00+06:00,AG003,ROCKET,ACC-003-RO-008,CASH_OUT,500,SUCCESS,AGENT
TXN-000008,2026-06-20T12:32:00+06:00,AG001,BKASH,ACC-001-BK-007,CASH_OUT,2000,SUCCESS,AGENT
TXN-000023,2026-06-20T12:32:00+06:00,AG001,NAGAD,ACC-001-NA-008,CASH_IN,1200,SUCCESS,AGENT
TXN-000219,2026-06-20T12:33:00+06:00,AG006,BKASH,ACC-006-BK-008,CASH_IN,5000,SUCCESS,AGENT
TXN-000149,2026-06-20T12:34:00+06:00,AG004,NAGAD,ACC-004-NA-008,CASH_OUT,500,SUCCESS,AGENT
TXN-000107,2026-06-20T12:35:00+06:00,AG003,NAGAD,ACC-003-NA-008,CASH_IN,1500,SUCCESS,AGENT
TXN-000134,2026-06-20T12:40:00+06:00,AG004,BKASH,ACC-004-BK-007,CASH_IN,4000,SUCCESS,AGENT
TXN-000232,2026-06-20T12:41:00+06:00,AG006,NAGAD,ACC-006-NA-007,CASH_OUT,500,SUCCESS,AGENT
TXN-000093,2026-06-20T12:42:00+06:00,AG003,BKASH,ACC-003-BK-008,CASH_IN,5000,SUCCESS,AGENT
TXN-000177,2026-06-20T12:43:00+06:00,AG005,BKASH,ACC-005-BK-008,CASH_OUT,2500,SUCCESS,AGENT
TXN-000080,2026-06-20T12:45:00+06:00,AG002,ROCKET,ACC-002-RO-009,CASH_IN,800,SUCCESS,AGENT
TXN-000205,2026-06-20T12:45:00+06:00,AG005,ROCKET,ACC-005-RO-008,CASH_OUT,2500,SUCCESS,AGENT
TXN-000065,2026-06-20T12:46:00+06:00,AG002,NAGAD,ACC-002-NA-008,CASH_OUT,2000,SUCCESS,AGENT
TXN-000051,2026-06-20T12:49:00+06:00,AG002,BKASH,ACC-002-BK-008,CASH_IN,800,SUCCESS,AGENT
TXN-000122,2026-06-20T12:49:00+06:00,AG003,ROCKET,ACC-003-RO-009,CASH_IN,500,SUCCESS,AGENT
TXN-000192,2026-06-20T12:49:00+06:00,AG005,NAGAD,ACC-005-NA-009,CASH_OUT,2000,SUCCESS,AGENT
TXN-000037,2026-06-20T12:51:00+06:00,AG001,ROCKET,ACC-001-RO-008,CASH_OUT,2500,SUCCESS,AGENT
TXN-000162,2026-06-20T12:52:00+06:00,AG004,ROCKET,ACC-004-RO-007,CASH_OUT,3000,SUCCESS,AGENT
TXN-000108,2026-06-20T12:55:00+06:00,AG003,NAGAD,ACC-003-NA-009,CASH_IN,800,SUCCESS,AGENT
TXN-000220,2026-06-20T12:55:00+06:00,AG006,BKASH,ACC-006-BK-009,CASH_OUT,4000,SUCCESS,AGENT
TXN-000248,2026-06-20T12:56:00+06:00,AG006,ROCKET,ACC-006-RO-009,CASH_IN,1000,SUCCESS,AGENT
TXN-000024,2026-06-20T12:58:00+06:00,AG001,NAGAD,ACC-001-NA-009,CASH_OUT,500,SUCCESS,AGENT
TXN-000135,2026-06-20T13:00:00+06:00,AG004,BKASH,ACC-004-BK-008,CASH_OUT,3000,SUCCESS,AGENT
TXN-000009,2026-06-20T13:04:00+06:00,AG001,BKASH,ACC-001-BK-008,CASH_OUT,3000,SUCCESS,AGENT
TXN-000081,2026-06-20T13:04:00+06:00,AG002,ROCKET,ACC-002-RO-010,CASH_IN,3000,SUCCESS,AGENT
TXN-000150,2026-06-20T13:04:00+06:00,AG004,NAGAD,ACC-004-NA-009,CASH_OUT,2000,SUCCESS,AGENT
TXN-000052,2026-06-20T13:07:00+06:00,AG002,BKASH,ACC-002-BK-009,CASH_OUT,2500,SUCCESS,AGENT
TXN-000178,2026-06-20T13:07:00+06:00,AG005,BKASH,ACC-005-BK-009,CASH_OUT,2000,SUCCESS,AGENT
TXN-000123,2026-06-20T13:09:00+06:00,AG003,ROCKET,ACC-003-RO-010,CASH_IN,3000,SUCCESS,AGENT
TXN-000193,2026-06-20T13:09:00+06:00,AG005,NAGAD,ACC-005-NA-010,CASH_IN,800,SUCCESS,AGENT
TXN-000233,2026-06-20T13:10:00+06:00,AG006,NAGAD,ACC-006-NA-008,CASH_IN,1200,SUCCESS,AGENT
TXN-000094,2026-06-20T13:11:00+06:00,AG003,BKASH,ACC-003-BK-009,CASH_IN,5000,SUCCESS,AGENT
TXN-000206,2026-06-20T13:11:00+06:00,AG005,ROCKET,ACC-005-RO-009,CASH_OUT,800,SUCCESS,AGENT
TXN-000249,2026-06-20T13:14:00+06:00,AG006,ROCKET,ACC-006-RO-010,CASH_OUT,800,SUCCESS,AGENT
TXN-000025,2026-06-20T13:16:00+06:00,AG001,NAGAD,ACC-001-NA-010,CASH_OUT,1000,SUCCESS,AGENT
TXN-000066,2026-06-20T13:17:00+06:00,AG002,NAGAD,ACC-002-NA-009,CASH_OUT,5000,SUCCESS,AGENT
TXN-000038,2026-06-20T13:20:00+06:00,AG001,ROCKET,ACC-001-RO-009,CASH_OUT,1500,SUCCESS,AGENT
TXN-000163,2026-06-20T13:20:00+06:00,AG004,ROCKET,ACC-004-RO-008,CASH_IN,800,SUCCESS,AGENT
TXN-000109,2026-06-20T13:22:00+06:00,AG003,NAGAD,ACC-003-NA-010,CASH_OUT,3000,SUCCESS,AGENT
TXN-000082,2026-06-20T13:24:00+06:00,AG002,ROCKET,ACC-002-RO-011,CASH_OUT,4000,SUCCESS,AGENT
TXN-000136,2026-06-20T13:24:00+06:00,AG004,BKASH,ACC-004-BK-009,CASH_OUT,3000,SUCCESS,AGENT
TXN-000151,2026-06-20T13:24:00+06:00,AG004,NAGAD,ACC-004-NA-010,CASH_IN,1200,SUCCESS,AGENT
TXN-000221,2026-06-20T13:27:00+06:00,AG006,BKASH,ACC-006-BK-010,CASH_OUT,2000,SUCCESS,AGENT
TXN-000095,2026-06-20T13:30:00+06:00,AG003,BKASH,ACC-003-BK-010,CASH_OUT,1200,SUCCESS,AGENT
TXN-000194,2026-06-20T13:30:00+06:00,AG005,NAGAD,ACC-005-NA-011,CASH_IN,1500,SUCCESS,AGENT
TXN-000010,2026-06-20T13:31:00+06:00,AG001,BKASH,ACC-001-BK-009,CASH_OUT,1200,SUCCESS,AGENT
TXN-000124,2026-06-20T13:32:00+06:00,AG003,ROCKET,ACC-003-RO-011,CASH_IN,1200,SUCCESS,AGENT
TXN-000179,2026-06-20T13:34:00+06:00,AG005,BKASH,ACC-005-BK-010,CASH_IN,500,SUCCESS,AGENT
TXN-000234,2026-06-20T13:38:00+06:00,AG006,NAGAD,ACC-006-NA-009,CASH_OUT,800,SUCCESS,AGENT
TXN-000026,2026-06-20T13:39:00+06:00,AG001,NAGAD,ACC-001-NA-011,CASH_IN,2000,SUCCESS,AGENT
TXN-000053,2026-06-20T13:39:00+06:00,AG002,BKASH,ACC-002-BK-010,CASH_OUT,1200,SUCCESS,AGENT
TXN-000207,2026-06-20T13:40:00+06:00,AG005,ROCKET,ACC-005-RO-010,CASH_OUT,2000,SUCCESS,AGENT
TXN-000250,2026-06-20T13:42:00+06:00,AG006,ROCKET,ACC-006-RO-011,CASH_OUT,1000,SUCCESS,AGENT
